"ID";"Symbol";"MeanExpression";"Metagene";"Chromosome";"Description"
"ENSDARG00000077082";"agtrap";5,75986275515621;"5 x 1";"11 NA";"angiotensin II receptor-associated protein [Source:ZFIN;Acc:ZDB-GENE-050309-11]"
"ENSDARG00000077284";"gdpd5a";7,44595848256157;"5 x 1";"10 NA";"glycerophosphodiester phosphodiesterase domain containing 5a [Source:ZFIN;Acc:ZDB-GENE-091204-253]"
"ENSDARG00000079848";"gmps";12,1826688958852;"5 x 1";"18 NA";"guanine monophosphate synthase [Source:ZFIN;Acc:ZDB-GENE-040426-1503]"
"ENSDARG00000090783";"mfap4";9,15175487406944;"5 x 1";"1 NA";"microfibrillar-associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2246]"
"ENSDARG00000092150";"";5,80235686765728;"5 x 1";"19 NA";""
"ENSDARG00000100336";"pik3r6";7,16722450511424;"5 x 1";"6 NA";"phosphoinositide-3-kinase, regulatory subunit 6a [Source:ZFIN;Acc:ZDB-GENE-170330-1]"
"ENSDARG00000100383";"il10ra";5,97537204389748;"5 x 1";"15 NA";"interleukin 10 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-070905-4]"
"ENSDARG00000101089";"";9,22097985999199;"5 x 1";"18 NA";"phosphoribosylglycinamide formyltransferase [Source:ZFIN;Acc:ZDB-GENE-000616-14]"
"ENSDARG00000104157";"";5,44983456693278;"5 x 1";"12 NA";"si:ch211-232h12.2 [Source:ZFIN;Acc:ZDB-GENE-130613-4]"
"ENSDARG00000104472";"";9,38411360007064;"5 x 1";"14 NA";"si:ch211-39i2.2 [Source:ZFIN;Acc:ZDB-GENE-041008-126]"
"ENSDARG00000104936";"si:ch211-225h24.2";7,52801080131839;"5 x 1";"23 NA";"si:ch211-225h24.2 [Source:ZFIN;Acc:ZDB-GENE-030131-1581]"
"ENSDARG00000105147";"osbpl1a";9,23818868185789;"5 x 1";"22 NA";"oxysterol binding protein-like 1A [Source:ZFIN;Acc:ZDB-GENE-050208-657]"
"ENSDARG00000003706";"";7,95526762896341;"6 x 1";"17 NA";"ryanodine receptor 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-061226-3]"
"ENSDARG00000005897";"dera";7,53734618054901;"6 x 1";"4 NA";"deoxyribose-phosphate aldolase (putative) [Source:ZFIN;Acc:ZDB-GENE-041010-200]"
"ENSDARG00000009313";"zgc:63831";7,82609145524791;"6 x 1";"3 NA";"zgc:63831 [Source:ZFIN;Acc:ZDB-GENE-030131-8690]"
"ENSDARG00000012796";"hnmt";5,42580285382904;"6 x 1";"9 NA";"histamine N-methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040801-157]"
"ENSDARG00000013422";"slc8a1a";7,7854807310371;"6 x 1";"11 NA";"solute carrier family 8 (sodium/calcium exchanger), member 1a [Source:ZFIN;Acc:ZDB-GENE-050809-1]"
"ENSDARG00000015524";"prps1a";10,8737127820275;"6 x 1";"5 NA";"phosphoribosyl pyrophosphate synthetase 1A [Source:ZFIN;Acc:ZDB-GENE-011212-5]"
"ENSDARG00000018283";"cyba";6,05328442521607;"6 x 1";"18 NA";"cytochrome b-245, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1526]"
"ENSDARG00000019096";"myl7";7,45951656352687;"6 x 1";"8 NA";"myosin, light chain 7, regulatory [Source:ZFIN;Acc:ZDB-GENE-991019-3]"
"ENSDARG00000022772";"si:ch211-106a19.1";8,76334642932284;"6 x 1";"5 NA";"si:ch211-106a19.1 [Source:ZFIN;Acc:ZDB-GENE-060526-3]"
"ENSDARG00000023656";"he1a";5,27338621831109;"6 x 1";"22 NA";"hatching enzyme 1a [Source:ZFIN;Acc:ZDB-GENE-021211-3]"
"ENSDARG00000026376";"aco1";9,61152898478533;"6 x 1";"7 NA";"aconitase 1, soluble [Source:ZFIN;Acc:ZDB-GENE-031118-76]"
"ENSDARG00000028027";"trim63a";6,60028368711501;"6 x 1";"6 NA";"tripartite motif containing 63a [Source:ZFIN;Acc:ZDB-GENE-040625-139]"
"ENSDARG00000032010";"slc15a2";7,1737721888221;"6 x 1";"9 NA";"solute carrier family 15 (oligopeptide transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5866]"
"ENSDARG00000033666";"pi4k2a";9,43563828402511;"6 x 1";"1 NA";"phosphatidylinositol 4-kinase type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-2675]"
"ENSDARG00000035459";"spns3";5,85667227631085;"6 x 1";"5 NA";"spinster homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060531-7]"
"ENSDARG00000037307";"gnpda1";7,41073019750095;"6 x 1";"14 NA";"glucosamine-6-phosphate deaminase 1 [Source:ZFIN;Acc:ZDB-GENE-050417-417]"
"ENSDARG00000041546";"gypc";7,63323600573025;"6 x 1";"9 NA";"glycophorin C (Gerbich blood group) [Source:ZFIN;Acc:ZDB-GENE-030131-7930]"
"ENSDARG00000044295";"pip5k1ba";6,21523008543654;"6 x 1";"10 NA";"phosphatidylinositol-4-phosphate 5-kinase, type I, beta a [Source:ZFIN;Acc:ZDB-GENE-041010-81]"
"ENSDARG00000052816";"shmt1";9,59970261753297;"6 x 1";"3 NA";"serine hydroxymethyltransferase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1558]"
"ENSDARG00000055365";"si:dkey-25e12.3";5,60777758295651;"6 x 1";"20 NA";"si:dkey-25e12.3 [Source:ZFIN;Acc:ZDB-GENE-041001-132]"
"ENSDARG00000061921";"gltpa";6,57308433001411;"6 x 1";"5 NA";"glycolipid transfer protein a [Source:ZFIN;Acc:ZDB-GENE-060526-266]"
"ENSDARG00000068262";"vamp5";8,71812896166849;"6 x 1";"5 NA";"vesicle-associated membrane protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-4209]"
"ENSDARG00000071090";"actn2b";8,07505814443688;"6 x 1";"17 NA";"actinin, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-051127-39]"
"ENSDARG00000074842";"snx8a";7,56781389313155;"6 x 1";"3 NA";"sorting nexin 8a [Source:ZFIN;Acc:ZDB-GENE-031202-1]"
"ENSDARG00000076381";"slc25a1b";8,04975593479717;"6 x 1";"10 NA";"slc25a1 solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-130114-1]"
"ENSDARG00000092652";"LOC100331807";5,31518521947482;"6 x 1";"21 NA";"pyroglutamylated RFamide peptide receptor 4 [Source:ZFIN;Acc:ZDB-GENE-091204-354]"
"ENSDARG00000099313";"naga";9,0232662201658;"6 x 1";"4 NA";"N-acetylgalactosaminidase, alpha [Source:ZFIN;Acc:ZDB-GENE-051113-256]"
"ENSDARG00000100002";"";6,00698353115218;"6 x 1";"11 NA";"chitobiase, di-N-acetyl- [Source:ZFIN;Acc:ZDB-GENE-050522-422]"
"ENSDARG00000104040";"";5,31811174169178;"6 x 1";"KN150505.1 NA";""
"ENSDARG00000104441";"hspb7";5,97779548068841;"6 x 1";"23 NA";"heat shock protein family, member 7 (cardiovascular) [Source:ZFIN;Acc:ZDB-GENE-041010-136]"
"ENSDARG00000004301";"rhogb";8,28453518443546;"7 x 1";"21 NA";"ras homolog family member Gb [Source:ZFIN;Acc:ZDB-GENE-030131-8877]"
"ENSDARG00000011615";"mybpc3";7,88560817797975;"7 x 1";"7 NA";"myosin binding protein C, cardiac [Source:ZFIN;Acc:ZDB-GENE-070112-2362]"
"ENSDARG00000013613";"anxa13l";7,56416470206613;"7 x 1";"2 NA";"annexin A13, like [Source:ZFIN;Acc:ZDB-GENE-050522-310]"
"ENSDARG00000019130";"plk2b";10,0908042434038;"7 x 1";"8 NA";"polo-like kinase 2b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-070720-17]"
"ENSDARG00000035322";"myh7bb";8,44918556041977;"7 x 1";"23 NA";"myosin, heavy chain 7B, cardiac muscle, beta b [Source:ZFIN;Acc:ZDB-GENE-090311-5]"
"ENSDARG00000036282";"rnaset2";8,34556428048816;"7 x 1";"13 NA";"ribonuclease T2 [Source:ZFIN;Acc:ZDB-GENE-030131-2513]"
"ENSDARG00000038822";"mrc1b";8,23160637907705;"7 x 1";"2 NA";"mannose receptor, C type 1b [Source:ZFIN;Acc:ZDB-GENE-070705-13]"
"ENSDARG00000042548";"tpd52l1";6,34707061912282;"7 x 1";"20 NA";"tumor protein D52-like 1 [Source:ZFIN;Acc:ZDB-GENE-050522-121]"
"ENSDARG00000043154";"ucp2";10,4190834026938;"7 x 1";"10 NA";"uncoupling protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1317]"
"ENSDARG00000052074";"si:ch211-122f10.4";8,0190786646792;"7 x 1";"7 NA";"si:ch211-122f10.4 [Source:ZFIN;Acc:ZDB-GENE-140106-45]"
"ENSDARG00000055504";"si:ch211-212k18.7";6,99282375943281;"7 x 1";"7 NA";"si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]"
"ENSDARG00000056407";"irf8";6,22569563944831;"7 x 1";"18 NA";"interferon regulatory factor 8 [Source:ZFIN;Acc:ZDB-GENE-040718-367]"
"ENSDARG00000069844";"irg1";7,12432268577065;"7 x 1";"9 NA";"immunoresponsive 1 homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-081104-428]"
"ENSDARG00000074322";"";7,59160220346706;"7 x 1";"25 NA";"si:ch211-194m7.3 [Source:ZFIN;Acc:ZDB-GENE-131121-19]"
"ENSDARG00000076586";"csf2rb";6,01568542609992;"7 x 1";"3 NA";"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:ZFIN;Acc:ZDB-GENE-080115-1]"
"ENSDARG00000089667";"";5,99201203327442;"7 x 1";"1 NA";"si:zfos-2330d3.3 [Source:ZFIN;Acc:ZDB-GENE-110408-14]"
"ENSDARG00000098296";"gnsb";7,87992357281548;"7 x 1";"10 NA";"glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID), b [Source:ZFIN;Acc:ZDB-GENE-030131-5846]"
"ENSDARG00000098761";"rgs2";7,34739777894521;"7 x 1";"22 NA";"regulator of G protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]"
"ENSDARG00000105142";"tcirg1b";9,02812728856839;"7 x 1";"14 NA";"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3b [Source:ZFIN;Acc:ZDB-GENE-040426-2022]"
"ENSDARG00000000796";"nr4a1";9,57082004277111;"8 x 1";"23 NA";"nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]"
"ENSDARG00000003675";"cryl1";7,13235798628284;"8 x 1";"9 NA";"crystallin, lambda 1 [Source:ZFIN;Acc:ZDB-GENE-060810-7]"
"ENSDARG00000013771";"ctss2.2";6,33804376129687;"8 x 1";"16 NA";"cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]"
"ENSDARG00000020133";"jdp2b";9,83586984889428;"8 x 1";"20 NA";"Jun dimerization protein 2b [Source:ZFIN;Acc:ZDB-GENE-040718-197]"
"ENSDARG00000026682";"zgc:101583";7,89539806260102;"8 x 1";"14 NA";"zgc:101583 [Source:ZFIN;Acc:ZDB-GENE-041212-75]"
"ENSDARG00000031715";"";6,89299449560079;"8 x 1";" ";""
"ENSDARG00000035719";"arl5c";7,13868893353368;"8 x 1";"3 NA";"ADP-ribosylation factor-like 5C [Source:ZFIN;Acc:ZDB-GENE-040426-1866]"
"ENSDARG00000038541";"ccr12a";5,71343587306917;"8 x 1";"2 NA";"chemokine (C-C motif) receptor 12a [Source:ZFIN;Acc:ZDB-GENE-060503-97]"
"ENSDARG00000038668";"gbp1";5,45523067312179;"8 x 1";"2 NA";"guanylate binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040718-32]"
"ENSDARG00000054610";"coro1a";9,64855035774105;"8 x 1";"3 NA";"coronin, actin binding protein, 1A [Source:ZFIN;Acc:ZDB-GENE-030131-9512]"
"ENSDARG00000058647";"hck";7,84974651426926;"8 x 1";"23 NA";"HCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-090313-72]"
"ENSDARG00000067797";"spi1a";7,36792094844588;"8 x 1";"25 NA";"Spi-1 proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-060825-351]"
"ENSDARG00000068784";"zgc:153073";8,10368555090536;"8 x 1";"13 NA";"zgc:153073 [Source:ZFIN;Acc:ZDB-GENE-060929-716]"
"ENSDARG00000073675";"";4,81194074325956;"8 x 1";"10 NA";"toll-like receptor 8b [Source:ZFIN;Acc:ZDB-GENE-040219-12]"
"ENSDARG00000074501";"tnip2";6,12268412550477;"8 x 1";"1 NA";"TNFAIP3 interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-120913-2]"
"ENSDARG00000075265";"plaua";5,32932651199664;"8 x 1";"13 NA";"plasminogen activator, urokinase a [Source:ZFIN;Acc:ZDB-GENE-090313-278]"
"ENSDARG00000077009";"wdfy4";8,90507760774793;"8 x 1";"13 NA";"WDFY family member 4 [Source:ZFIN;Acc:ZDB-GENE-090313-322]"
"ENSDARG00000089404";"";6,53365374581991;"8 x 1";"15 NA";"si:dkey-24p1.7 [Source:ZFIN;Acc:ZDB-GENE-121214-215]"
"ENSDARG00000098899";"zmp:0000001082";8,06851534939855;"8 x 1";"1 NA";"zmp:0000001082 [Source:ZFIN;Acc:ZDB-GENE-140106-42]"
"ENSDARG00000100075";"abcg2a";7,86112587684995;"8 x 1";"23 NA";"ATP-binding cassette, sub-family G (WHITE), member 2a [Source:ZFIN;Acc:ZDB-GENE-050517-35]"
"ENSDARG00000101356";"";7,13907419122987;"8 x 1";"3 NA";""
"ENSDARG00000101785";"LOC100151049";6,55485253648528;"8 x 1";"19 NA";"lysosomal protein transmembrane 5 [Source:ZFIN;Acc:ZDB-GENE-170303-1]"
"ENSDARG00000102211";"csf3a";6,1897813278819;"8 x 1";"12 NA";"colony stimulating factor 3 (granulocyte) a [Source:ZFIN;Acc:ZDB-GENE-091229-1]"
"ENSDARG00000104836";"myom1b";8,87807235561635;"8 x 1";"7 NA";"myomesin 1b [Source:ZFIN;Acc:ZDB-GENE-080416-2]"
"ENSDARG00000000767";"spi1b";8,24525051267425;"9 x 1";"7 NA";"Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]"
"ENSDARG00000008931";"renbp";6,44703415168652;"9 x 1";"8 NA";"renin binding protein [Source:ZFIN;Acc:ZDB-GENE-041212-34]"
"ENSDARG00000015278";"plxnc1";9,32820353168669;"9 x 1";"4 NA";"plexin C1 [Source:ZFIN;Acc:ZDB-GENE-030131-1620]"
"ENSDARG00000022841";"ptk2ba";6,74677811969175;"9 x 1";"17 NA";"protein tyrosine kinase 2 beta, a [Source:ZFIN;Acc:ZDB-GENE-080207-1]"
"ENSDARG00000031683";"fosab";10,1262987081885;"9 x 1";"20 NA";"v-fos FBJ murine osteosarcoma viral oncogene homolog Ab [Source:ZFIN;Acc:ZDB-GENE-031222-4]"
"ENSDARG00000034092";"";5,04410364052128;"9 x 1";"1 NA";"sc:d0284 [Source:ZFIN;Acc:ZDB-GENE-080327-4]"
"ENSDARG00000038682";"zgc:171687";5,1831171539229;"9 x 1";"1 NA";"zgc:171687 [Source:ZFIN;Acc:ZDB-GENE-071004-9]"
"ENSDARG00000039852";"ftr93";5,41283948221172;"9 x 1";"2 NA";"finTRIM family, member 93 [Source:ZFIN;Acc:ZDB-GENE-131126-26]"
"ENSDARG00000040319";"c5ar1";6,20528295390016;"9 x 1";"18 NA";"C5a anaphylatoxin chemotactic receptor 1  [Source:UniProtKB/Swiss-Prot;Acc:P0C7U5]"
"ENSDARG00000042496";"parp12a";6,7877684504094;"9 x 1";"18 NA";"poly (ADP-ribose) polymerase family, member 12a [Source:ZFIN;Acc:ZDB-GENE-050419-6]"
"ENSDARG00000042925";"mfng";6,91518238818923;"9 x 1";"22 NA";"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-041130-1]"
"ENSDARG00000043475";"tagapb";7,06987406823432;"9 x 1";"20 NA";"T-cell activation RhoGTPase activating protein b [Source:ZFIN;Acc:ZDB-GENE-040724-50]"
"ENSDARG00000044318";"itgb7";6,35719091901963;"9 x 1";"6 NA";"integrin, beta 7 [Source:ZFIN;Acc:ZDB-GENE-100728-2]"
"ENSDARG00000045612";"lrrc10";4,87287971229163;"9 x 1";"25 NA";"leucine rich repeat containing 10 [Source:ZFIN;Acc:ZDB-GENE-071119-6]"
"ENSDARG00000045864";"lmod2b";5,51520883156005;"9 x 1";"4 NA";"leiomodin 2 (cardiac) b [Source:ZFIN;Acc:ZDB-GENE-041210-356]"
"ENSDARG00000053005";"cd22";5,30060271558512;"9 x 1";"16 NA";"cd22 molecule [Source:ZFIN;Acc:ZDB-GENE-050522-521]"
"ENSDARG00000053624";"csf1rb";8,15856214345016;"9 x 1";"21 NA";"colony stimulating factor 1 receptor, b [Source:ZFIN;Acc:ZDB-GENE-091118-1]"
"ENSDARG00000055276";"rel";7,24654298368493;"9 x 1";"13 NA";"v-rel avian reticuloendotheliosis viral oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-040718-255]"
"ENSDARG00000055955";"lcp2a";6,36063724243922;"9 x 1";"21 NA";"lymphocyte cytosolic protein 2a [Source:ZFIN;Acc:ZDB-GENE-041114-97]"
"ENSDARG00000057787";"";7,38282294852584;"9 x 1";"15 NA";"integrin, alpha E, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-130530-671]"
"ENSDARG00000058731";"slc2a6";5,98176031854473;"9 x 1";"8 NA";"solute carrier family 2 (facilitated glucose transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-081104-301]"
"ENSDARG00000059774";"dub";7,38779939007343;"9 x 1";"21 NA";"duboraya [Source:ZFIN;Acc:ZDB-GENE-060825-81]"
"ENSDARG00000069025";"";5,00778457286409;"9 x 1";" ";""
"ENSDARG00000071491";"nrros";7,53257116931346;"9 x 1";"24 NA";"negative regulator of reactive oxygen species [Source:ZFIN;Acc:ZDB-GENE-040808-36]"
"ENSDARG00000074378";"junba";9,86943090644046;"9 x 1";"1 NA";"jun B proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-040426-2172]"
"ENSDARG00000074782";"";5,05409009535233;"9 x 1";"7 NA";"adhesion G protein-coupled receptor G3 [Source:ZFIN;Acc:ZDB-GENE-140106-110]"
"ENSDARG00000074802";"";5,21941840192838;"9 x 1";"9 NA";"CASP8 and FADD-like apoptosis regulator b [Source:ZFIN;Acc:ZDB-GENE-091204-464]"
"ENSDARG00000076574";"si:ch211-171h4.6";6,0723033539919;"9 x 1";"19 NA";"si:ch211-171h4.6 [Source:ZFIN;Acc:ZDB-GENE-081031-42]"
"ENSDARG00000077120";"arid5a";6,1487814977512;"9 x 1";"8 NA";"AT rich interactive domain 5A (MRF1-like) [Source:ZFIN;Acc:ZDB-GENE-100525-3]"
"ENSDARG00000077308";"gpr84";5,50491791524568;"9 x 1";"6 NA";"G protein-coupled receptor 84 [Source:ZFIN;Acc:ZDB-GENE-070928-33]"
"ENSDARG00000079267";"im:7154036";7,07581317471484;"9 x 1";"5 NA";"im:7154036 [Source:ZFIN;Acc:ZDB-GENE-080917-11]"
"ENSDARG00000079387";"si:ch211-102c2.4";5,95191120001461;"9 x 1";"5 NA";"si:ch211-102c2.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8862]"
"ENSDARG00000089043";"ptpn6";7,71333176757428;"9 x 1";"16 NA";"protein tyrosine phosphatase, non-receptor type 6 [Source:ZFIN;Acc:ZDB-GENE-030131-7513]"
"ENSDARG00000090557";"";6,69063346655677;"9 x 1";"1 NA";"si:ch1073-110a20.7 [Source:ZFIN;Acc:ZDB-GENE-121214-133]"
"ENSDARG00000098108";"dusp2";8,28208028009973;"9 x 1";"8 NA";"dual specificity phosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040801-188]"
"ENSDARG00000098477";"tec";6,17330936981316;"9 x 1";"23 NA";"tec protein tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-030131-7499]"
"ENSDARG00000098774";"si:zfos-741a10.3";5,83902881879139;"9 x 1";"14 NA";"si:zfos-741a10.3 [Source:ZFIN;Acc:ZDB-GENE-141216-452]"
"ENSDARG00000099195";"ier2a";10,2760903918881;"9 x 1";"3 NA";"immediate early response 2a [Source:ZFIN;Acc:ZDB-GENE-030131-9126]"
"ENSDARG00000099674";"dicp3.1";5,86746871150445;"9 x 1";"16 NA";"diverse immunoglobulin domain-containing protein 3.1 [Source:ZFIN;Acc:ZDB-GENE-120306-18]"
"ENSDARG00000103276";"fcer1g";5,12129738645509;"9 x 1";"7 NA";"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-061130-3]"
"ENSDARG00000104077";"fcer1gl";6,86780728177028;"9 x 1";"2 NA";"Fc receptor, IgE, high affinity I, gamma polypeptide like [Source:ZFIN;Acc:ZDB-GENE-070502-4]"
"ENSDARG00000104399";"LOC100150882";5,86420966107563;"9 x 1";"22 NA";"tubulin polymerization promoting protein [Source:ZFIN;Acc:ZDB-GENE-101115-2]"
"ENSDARG00000105643";"si:dkey-181f22.4";5,48401022239927;"9 x 1";"7 NA";"adhesion G protein-coupled receptor G1 [Source:ZFIN;Acc:ZDB-GENE-030131-3671]"
"ENSDARG00000001803";"";6,68064880427515;"10 x 1";"3 NA";"potassium voltage-gated channel, subfamily H (eag-related), member 6a [Source:ZFIN;Acc:ZDB-GENE-040702-5]"
"ENSDARG00000004930";"lmo7a";9,50896987139976;"10 x 1";"9 NA";"LIM domain 7a [Source:ZFIN;Acc:ZDB-GENE-030219-74]"
"ENSDARG00000006468";"grap2a";6,13612378383354;"10 x 1";"3 NA";"GRB2-related adaptor protein 2a [Source:ZFIN;Acc:ZDB-GENE-050417-275]"
"ENSDARG00000007823";"atf3";8,19197499509052;"10 x 1";"20 NA";"activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]"
"ENSDARG00000009390";"npl";7,3712177882356;"10 x 1";"8 NA";"N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) [Source:ZFIN;Acc:ZDB-GENE-030131-926]"
"ENSDARG00000010255";"bin2b";7,36961498117242;"10 x 1";"6 NA";"bridging integrator 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5598]"
"ENSDARG00000010317";"gpr183a";5,06829601529382;"10 x 1";"9 NA";"G protein-coupled receptor 183a [Source:ZFIN;Acc:ZDB-GENE-070615-28]"
"ENSDARG00000010625";"clic2";8,58420356768299;"10 x 1";"14 NA";"chloride intracellular channel 2 [Source:ZFIN;Acc:ZDB-GENE-040718-299]"
"ENSDARG00000015355";"fosl1a";8,75943099110552;"10 x 1";"14 NA";"FOS-like antigen 1a [Source:ZFIN;Acc:ZDB-GENE-061207-7]"
"ENSDARG00000016939";"itgb2";8,19978245083497;"10 x 1";"9 NA";"integrin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-110411-4]"
"ENSDARG00000017757";"pik3cg";7,77680639815397;"10 x 1";"4 NA";"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:ZFIN;Acc:ZDB-GENE-040426-2532]"
"ENSDARG00000023188";"";10,8847604711271;"10 x 1";"9 NA";"lymphocyte cytosolic protein 1 (L-plastin) [Source:ZFIN;Acc:ZDB-GENE-991213-5]"
"ENSDARG00000026787";"aqp7";5,69958525858945;"10 x 1";"21 NA";"aquaporin 7 [Source:ZFIN;Acc:ZDB-GENE-030131-6461]"
"ENSDARG00000031698";"mylk2";6,32208323609122;"10 x 1";"23 NA";"myosin light chain kinase 2 [Source:ZFIN;Acc:ZDB-GENE-080616-2]"
"ENSDARG00000033227";"lect2l";6,84403026901823;"10 x 1";"14 NA";"leukocyte cell-derived chemotaxin 2 like [Source:ZFIN;Acc:ZDB-GENE-070127-4]"
"ENSDARG00000034063";"unm_sa911";6,52755746233033;"10 x 1";"17 NA";"un-named sa911 [Source:ZFIN;Acc:ZDB-GENE-120727-3]"
"ENSDARG00000035506";"entpd2a.1";6,57451975900481;"10 x 1";"5 NA";"ectonucleoside triphosphate diphosphohydrolase 2a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040724-187]"
"ENSDARG00000036104";"si:dkeyp-92c9.3";6,19223646929586;"10 x 1";"19 NA";"si:dkeyp-92c9.3 [Source:ZFIN;Acc:ZDB-GENE-060503-562]"
"ENSDARG00000037861";"slc2a3b";6,71804124177279;"10 x 1";"16 NA";"solute carrier family 2 (facilitated glucose transporter), member 3b [Source:ZFIN;Acc:ZDB-GENE-121031-5]"
"ENSDARG00000038010";"";8,2315405724965;"10 x 1";"3 NA";"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) [Source:ZFIN;Acc:ZDB-GENE-040625-27]"
"ENSDARG00000040812";"ncf4";5,73521672782862;"10 x 1";"22 NA";"neutrophil cytosolic factor 4 [Source:ZFIN;Acc:ZDB-GENE-041124-1]"
"ENSDARG00000041589";"adprhl1";5,21646328615869;"10 x 1";"1 NA";"ADP-ribosylhydrolase like 1 [Source:ZFIN;Acc:ZDB-GENE-041010-126]"
"ENSDARG00000042722";"blnk";5,02658002754733;"10 x 1";"13 NA";"B-cell linker [Source:ZFIN;Acc:ZDB-GENE-040702-4]"
"ENSDARG00000044039";"stx11a";5,10071525203554;"10 x 1";"17 NA";"syntaxin 11a [Source:ZFIN;Acc:ZDB-GENE-040426-2564]"
"ENSDARG00000045959";"csf3r";7,61654634720126;"10 x 1";"16 NA";"colony stimulating factor 3 receptor (granulocyte) [Source:ZFIN;Acc:ZDB-GENE-080104-4]"
"ENSDARG00000052958";"nppb";4,00627386787148;"10 x 1";"8 NA";"natriuretic peptide B [Source:ZFIN;Acc:ZDB-GENE-130530-642]"
"ENSDARG00000054340";"sla1";6,16259496178576;"10 x 1";"19 NA";"Src-like-adaptor 1 [Source:ZFIN;Acc:ZDB-GENE-050904-3]"
"ENSDARG00000055731";"si:dkeyp-69e1.8";5,59140193893483;"10 x 1";"3 NA";"si:dkeyp-69e1.8 [Source:ZFIN;Acc:ZDB-GENE-070912-676]"
"ENSDARG00000060813";"plekha7a";7,51572092168093;"10 x 1";"18 NA";"pleckstrin homology domain containing, family A member 7a [Source:ZFIN;Acc:ZDB-GENE-050419-75]"
"ENSDARG00000062049";"hmha1b";8,0181155279132;"10 x 1";"22 NA";"histocompatibility (minor) HA-1 b [Source:ZFIN;Acc:ZDB-GENE-071213-2]"
"ENSDARG00000062349";"arhgap15";5,03991947702051;"10 x 1";"9 NA";"Rho GTPase activating protein 15 [Source:ZFIN;Acc:ZDB-GENE-070912-314]"
"ENSDARG00000067711";"parvg";6,51461113094753;"10 x 1";"25 NA";"parvin, gamma [Source:ZFIN;Acc:ZDB-GENE-070410-67]"
"ENSDARG00000068763";"plcg2";7,83824644698151;"10 x 1";"18 NA";"phospholipase C, gamma 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9532]"
"ENSDARG00000071251";"ppp1r18";6,51637579050618;"10 x 1";"19 NA";"protein phosphatase 1, regulatory subunit 18 [Source:ZFIN;Acc:ZDB-GENE-060503-350]"
"ENSDARG00000071437";"";8,2979365448309;"10 x 1";"22 NA";"protein tyrosine phosphatase, receptor type, C [Source:ZFIN;Acc:ZDB-GENE-050208-585]"
"ENSDARG00000074283";"inpp5d";8,35081708259642;"10 x 1";"6 NA";"inositol polyphosphate-5-phosphatase D [Source:ZFIN;Acc:ZDB-GENE-100922-30]"
